PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2020-0313,10/24/2020,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Force (Take Down),L2,Unknown Drugs,Yes,Black,Male,53,31,0 feet to 1 feet,Male,White,32,Large,6'1'' to 6'3'',Yes,Yes,No,,refuse verbal commands,No
FTN2020-0311,10/24/2020,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Hands | Takedown (no injury),L1 | L1,Mentally unstable,Yes | Yes,White | Black,Male | Male,37 | 51,16 | 13,1 feet to 3 feet,Male,Black,17,Medium,6'1'' to 6'3'',No,Yes,No,,refuse verbal commands,No | No
FTN2020-0312,10/24/2020,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Rainy Conditions - Light,Force (Escort Tech) | Force (Escort Tech),L1 | L1,Mentally unstable,Yes | Yes,Black | Black,Male | Male,50 | 50,25 | 23,0 feet to 1 feet,Male,Black,29,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | Yes
FTN2020-0314,10/27/2020,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown | Unknown | Unknown,Yes | Yes,Black | Race-Unknown,Male | Male,32 | 32,8 | 6,1 feet to 3 feet | 1 feet to 3 feet | 1 feet to 3 feet,Male | Male | Male,Black | Black | Black,0 | 0 | 0,Medium | Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'' | 5'10'' to 6'0'',No | No | No,No | No | No,Yes | Yes | Yes,,Weapon Exhibited,No | No
FTN2020-0315,10/27/2020,FOB - Field Operations Bureau,8th District,,,Paid Detail,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment | Hands | Hands | Hands | Baton (non-strike),L2 | L1 | L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes | Yes | Yes,Black | White | Black | Hispanic | Hispanic,Male | Male | Male | Male | Male,33 | 45 | 50 | 59 | 40,12 | 22 | 23 | 24 | 9,1 feet to 3 feet,Male,Black,26,Large,5'7'' to 5'9'',No,Yes,No,,Weapon Exhibited,No | No | No | No | No
FTN2020-0316,10/29/2020,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Unknown Drugs,Yes,White,Female,48,7,0 feet to 1 feet,Male,Black,40,Medium,> 6'3'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0317,10/30/2020,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Not Used,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Hispanic,Male,30,2,15 feet to 18 feet,Male,Black,44,Medium,5'4'' to 5'6'',No,Yes,Yes,,Resisting Officer w/Weapon,No
FTN2020-0318,10/30/2020,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Female,23,3,0 feet to 1 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2017-0497,09/18/2017,FOB - Field Operations Bureau,2nd District,,,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Force (Escort Tech) | CEW Deployment,L1 | L2,Unknown,No | Yes,Black | Black,Male | Male,41 | 40,16 | 17,4 feet to 6 feet,Male,Black,23,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,No | No
FTN2020-0319,10/31/2020,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Mentally unstable,Yes | Yes,Black | Black,Male | Male,27 | ,2 | 2,1 feet to 3 feet,Male,Black,44,Medium,5'7'' to 5'9'',Yes,Yes,No,,Other,No | No
FTN2020-0320,11/01/2020,FOB - Field Operations Bureau,1st District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Unknown,Yes | Yes | Yes,White | Black | ,Male | Male | Male,25 | 44 | ,3 | 3 | 2,7 feet to 10 feet,Male,Black,33,Small,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | No | No
FTN2020-0322,11/03/2020,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Other,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,Black,Male,36,11,0 feet to 1 feet,Male,Black,,Medium,5'10'' to 6'0'',No,Yes,No,,Flight from an Officer,No
FTN2020-0321,11/04/2020,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Alchohol,Yes | Yes,Black | Black,Male | Male,33 | 22,8 | 2,1 feet to 3 feet,Male,Black,54,Large,5'7'' to 5'9'',No,Yes,Yes,,Battery on Police Officer,No | No
FTN2020-0323,11/04/2020,FOB - Field Operations Bureau,Special Operations Division,K9 Section,,Regular Working,Between 3pm-11pm,Completed,UOF Not Justified,Arresting,Good,Clear Conditions,Canine (Bite),L4,Unknown,Yes,Black,Male,37,12,0 feet to 1 feet,Male,Black,33,Medium,5'4'' to 5'6'',Yes,Yes,Yes,,Flight from an Officer,No
FTN2020-0324,11/06/2020,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Male,39,14,1 feet to 3 feet,Male,Black,44,Medium,5'4'' to 5'6'',No,No,No,,Battery on Police Officer,No
FTN2020-0325,11/07/2020,FOB - Field Operations Bureau,1st District,2nd Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected | None detected,Yes | Yes,Hispanic | White,Male | Male,27 | ,4 | 1,15 feet to 18 feet | 15 feet to 18 feet,Male | Female,Black | Black,37 | 29,Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,Yes | Yes,,refuse verbal commands,No | No
FTN2020-0326,11/07/2020,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Takedown (no injury),L1 | L1 | L1 | L1,Unknown Drugs,No | No | No | Yes,Black | White | Black | Black,Male | Male | Male | Male,30 | 39 | 25 | 25,6 | 5 | 3 | 3,15 feet to 18 feet,Male,Black,,Medium,5'7'' to 5'9'',No,Yes,No,,refuse verbal commands,No | No | No | No
FTN2020-0326,11/07/2020,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Takedown (no injury),L1 | L1 | L1 | L1,Unknown Drugs,No | No | No | Yes,Black | White | Black | Black,Male | Male | Male | Male,30 | 39 | 25 | 25,6 | 5 | 3 | 3,15 feet to 18 feet,Male,Black,,Medium,5'7'' to 5'9'',No,Yes,No,,refuse verbal commands,No | No | No | No
FTN2020-0327,11/07/2020,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Other,Good,Rainy Conditions - Light,Takedown (no injury),L1,Alchohol and unknown drugs | Alchohol and unknown drugs,Yes,Black,Male,37,17,0 feet to 1 feet | 0 feet to 1 feet,Female | Female,White | White,,Small | Small,5'4'' to 5'6'' | 5'4'' to 5'6'',No | No,No | No,No | No,,Other,No
FTN2020-0328,11/08/2020,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Male,56,11,1 feet to 3 feet,Male,Black,26,Large,6'1'' to 6'3'',No,Yes,Yes,,Battery on Police Officer,Yes
FTN2020-0329,11/09/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,41,21,7 feet to 10 feet,Male,Black,42,Small,6'1'' to 6'3'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0330,11/10/2020,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,None detected | None detected,Yes | Yes | Yes,Black | White | Black,Male | Male | Female,36 |  | ,11 | 1 | 4,11 feet to 14 feet | 11 feet to 14 feet,Male | Female,White | White,19 | 19,,,No | No,No | No,No | No,,Room clearing,No | No | No
FTN2020-0331,11/10/2020,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Not Justified,Arresting,Good,Clear Conditions,Takedown (w/injury) | NonTrad Impact Weapon | Other,L2 | L4 | L1,Mentally unstable,No | Yes | Yes,Black | Black | White,Male | Male | Female,31 | 31 | 23,12 | 12 | 3,0 feet to 1 feet,Male,Black,27,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Flight from an Officer,Yes | Yes | No
FTN2020-0332,11/11/2020,FOB - Field Operations Bureau,7th District,D.I.U.,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Other,Takedown (no injury),L1,None detected,Yes,White,Male,38,5,0 feet to 1 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2020-0333,11/11/2020,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Hands,L1 | L1,Unknown,Yes | Yes,White | White,Male | Male, | 28,7 | 2,0 feet to 1 feet,Female,Black,36,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2020-0335,11/13/2020,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Other,Poor,Clear Conditions,CEW Deployment,L2,Mentally unstable,Yes,White,Male,27,3,4 feet to 6 feet,Male,Black,39,Medium,6'1'' to 6'3'',No,Yes,No,,refuse verbal commands,No
FTN2020-0334,11/14/2020,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Unknown,Yes | Yes,White | Black,Male | Male,32 | 26,12 | 4,1 feet to 3 feet,Male,Black,28,Medium,5'7'' to 5'9'',No,Yes,Yes,,refuse verbal commands,No | No
FTN2020-0336,11/15/2020,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,None detected,Yes | Yes | Yes,Black | Black | White,Female | Male | Male,44 | 61 | ,22 | 12 | 2,0 feet to 1 feet,Male,Black,34,Large,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No | No | No
FTN2020-0337,11/16/2020,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury) | Hands,L1 | L1,Mentally unstable,Yes | Yes,White | White,Male | Male,39 | 46,13 | 12,0 feet to 1 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,Yes,No,,Flight from an Officer,Yes | No
FTN2020-0338,11/17/2020,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,30,3,7 feet to 10 feet,Male,Black,27,Small,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2020-0339,11/19/2020,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,Black,Female,28,3,0 feet to 1 feet,Female,Black,28,Medium,5'4'' to 5'6'',No,Yes,No,,Battery on Police Officer,No
FTN2020-0340,11/22/2020,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,CEW Deployment | CEW Deployment,L2 | L2,Unknown,Yes | Yes,Black | Black,Male | Male,23 | 28,3 | 2,0 feet to 1 feet,Male,Black,27,Large,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2020-0341,11/24/2020,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands,L1,None detected,Yes,Black,Male,47,20,1 feet to 3 feet,Male,Black,41,Medium,5'0'' to 5'3'',No,No,No,,refuse verbal commands,No
FTN2020-0342,11/26/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Other,Firearm (Exhibited),L1,Alchohol,Yes,White,Male,32,4,4 feet to 6 feet,Male,Hispanic,,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2020-0343,11/27/2020,FOB - Field Operations Bureau,4th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Other,Head Strike (No Wep),L3,Alchohol and unknown drugs,Yes,Black,Male,48,5,0 feet to 1 feet,Male,White,47,Medium,5'10'' to 6'0'',No,Yes,Yes,,Battery on Police Officer,No
FTN2020-0344,11/27/2020,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Hands,L1 | L1,Mentally unstable,Yes | No,Black | Black,Female | Female,35 | 37,12 | 5,1 feet to 3 feet,Female,Black,0,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2020-0344,11/27/2020,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Hands,L1 | L1,Mentally unstable,Yes | No,Black | Black,Female | Female,35 | 37,12 | 5,1 feet to 3 feet,Female,Black,0,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2020-0345,11/28/2020,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified With Training,Arresting,Good,Rainy Conditions - Light,Takedown (no injury),L1,Alchohol,Yes,White,Male,29,3,0 feet to 1 feet,Male,Black,42,Large,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0346,11/29/2020,FOB - Field Operations Bureau,3rd District,Tactical Section,Admin Unit,Paid Detail,Between 7am-3pm,Completed,UOF Justified,Arresting,Poor,Rainy Conditions - Medium,Force (Take Down),L2,Alchohol,Yes,Black,Male,56,32,1 feet to 3 feet,Male,White,36,Small,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0347,11/29/2020,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Paid Detail,Between 3pm-11pm,Completed,UOF Justified,Other,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,White,Male,38,8,1 feet to 3 feet,Female,Black,24,Small,5'4'' to 5'6'',No,Yes,No,,refuse verbal commands,No
FTN2020-0348,12/03/2020,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,,2,11 feet to 14 feet,Male,Black,15,Medium,5'10'' to 6'0'',No,No,Yes,,Tactical Deployments,No
FTN2020-0349,12/03/2020,FOB - Field Operations Bureau,7th District,D.I.U.,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Rainy Conditions - Light,Firearm (Exhibited),L1,None detected,Yes,White,Male,48,2,7 feet to 10 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2020-0350,12/04/2020,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Unknown Working Status,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Rainy Conditions - Light,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,Not Specifie | White,Male | Male,24 | 29,4 | 3,11 feet to 14 feet,Male,Black,25,Medium,6'1'' to 6'3'',No,No,Yes,,refuse verbal commands,No | No
FTN2020-0351,12/04/2020,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Marine and Bomb Unit,Paid Detail,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury) | Takedown (no injury),L1 | L1 | L1,Unknown,Yes | Yes | Yes,Black | Black | White,Male | Male | Male,49 | 53 | 34,26 | 32 | 5,1 feet to 3 feet,Male,Hispanic,23,Small,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No | No | No
FTN2020-0352,12/05/2020,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Black,Female,35,5,15 feet to 18 feet,Male,Black,,Small,5'7'' to 5'9'',No,No,No,,Other,No
FTN2020-0353,12/06/2020,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,Black,Male,33,12,0 feet to 1 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,Yes,No,,refuse verbal commands,No
FTN2020-0356,12/06/2020,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,,2,11 feet to 14 feet,Male,White,25,Medium,6'1'' to 6'3'',No,No,No,,Weapon Exhibited,No
FTN2020-0354,12/07/2020,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Mentally unstable,Yes | No,White | White,Male | Male,31 | 31,4 | 3,0 feet to 1 feet,Male,White,,Small,5'7'' to 5'9'',No,Yes,No,,Other,No | No
FTN2020-0354,12/07/2020,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Mentally unstable,Yes | No,White | White,Male | Male,31 | 31,4 | 3,0 feet to 1 feet,Male,White,,Small,5'7'' to 5'9'',No,Yes,No,,Other,No | No
FTN2020-0355,12/07/2020,FOB - Field Operations Bureau,6th District,K9 Section,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Canine (No Bite) | Firearm (Exhibited),L2 | L1,Unknown | Unknown,Yes | Yes,Black | Asian/Pacifi,Male | Male,49 | 29,20 | 3,0 feet to 1 feet | 0 feet to 1 feet,Female | Male,Black | Black,17 | 16,Small | Small,5'4'' to 5'6'' | 5'4'' to 5'6'',No | No,Yes | Yes,Yes | Yes,,Flight from an Officer,No | No
FTN2020-0359,12/07/2020,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (w/injury) | Takedown (w/injury),L2 | L2,Unknown,Yes | Yes,White | ,Male | Male,26 | ,3 | 2,0 feet to 1 feet,Male,White,27,Small,5'7'' to 5'9'',No,Yes,Yes,,Battery on Police Officer,Yes | No
FTN2020-0358,12/08/2020,FOB - Field Operations Bureau,Traffic Division,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,White | Black,Male | Male,44 | 48,20 | 24,19 feet to 21 feet,Male,Black,20,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Officer w/Weapon,No | No
FTN2020-0360,12/08/2020,FOB - Field Operations Bureau,5th District,A Platoon,1st Platoon,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown,Yes | Yes,Black | White,Male | Male,42 | 36,13 | 9,1 feet to 3 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No | No
FTN2020-0363,12/08/2020,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Takedown (no injury),L1 | L1,Unknown Drugs,Yes | Yes,White | White,Male | Male,32 | 32,4 | 4,0 feet to 1 feet,Male,Black,31,Large,> 6'3'',No,No,Yes,,refuse verbal commands,No | No
